clave_municipio,entidad,mpio,gdp_tourism,gdp_toursim_ss,numero_hospitales,poblacion_2022,popnoafmed2015,gini2015,popden2020,crimen_2018,crimen_2019,inclusion_fin_2019,porcentaje_pob_pobreza,porcentaje_pob_servicios_salud,pob_6-14_no_edu,rezago_social,grado_rs
26015,Sonora,Bavispe,100933723.3,0.003230114,1,1629,18.531,0.391,0.472,0,551.82,0,57.84,55.85,9.04,-1.01,Muy bajo
26016,Sonora,Benjamin Hill,41058172.61,0.001313957,6,5580,7.395,0.366,5.816,0,17.81,0,31.16,5.1,5.49,-0.93,Muy bajo
26017,Sonora,Caborca,36891420.15,0.001180611,105,92177,17.81,0.378,8.312,32.51,50.69,1.28,31.36,27.35,5.52,-0.96,Muy bajo
26018,Sonora,Cajeme,36198479.22,0.001158435,531,468994,12.188,0.374,108.118,60.08,81.75,1.69,28.95,16.13,4.37,-1.17,Muy bajo
26019,Sonora,Cananea,35109574.42,0.001123588,38,38103,7.996,0.381,12.97,2.8,8.3,1.87,28.4,8.77,3.48,-1.37,Muy bajo
26020,Sonora,Carbo,29705816.86,0.000950655,2,5305,17.417,0.364,2.922,0,31.81,0,46.29,20.35,6.08,-0.6,Bajo
26021,Sonora,La Colorada,29068336.15,0.000930254,2,2122,20.424,0.358,0.393,60.58,0,0,20.36,15.84,10.93,-0.35,Bajo
26022,Sonora,Cucurpe,26763965.87,0.000856509,1,1066,12.228,0.363,0.485,0,0,0,35.54,16.29,14.39,-0.26,Bajo
26023,Sonora,Cumpas,23920951.02,0.000765526,8,6755,4.174,0.362,2.895,14.13,0,0,19.22,1.19,3.09,-1.17,Muy bajo
26024,Sonora,Divisaderos,19136558.79,0.000612414,1,817,9.066,0.388,1.219,0,0,0,33.45,3.23,0,-1.14,Muy bajo
26025,Sonora,Empalme,18680437.52,0.000597817,32,60631,11.891,0.379,9.478,52.99,131.02,1.11,35.36,19.9,6.49,-0.96,Muy bajo
26026,Sonora,Etchojoa,14898929.44,0.0004768,35,66633,11.255,0.387,50.245,8.81,8.71,0.2,57.15,15.17,4.58,-0.04,Bajo
26027,Sonora,Fronteras,9992983.367,0.000319799,6,9356,13.432,0.372,3.184,19.88,0,0,26.63,16.91,2.96,-1.17,Muy bajo
26028,Sonora,Granados,9180749.783,0.000293805,1,1170,8.647,0.343,2.793,0,75.06,0,22.59,14.92,9.87,-1.08,Muy bajo
26029,Sonora,Guaymas,8466287.926,0.000270941,135,171035,11.549,0.394,20.948,36.29,58.43,1.56,32.44,21.19,5.4,-0.84,Muy bajo
26030,Sonora,Hermosillo,7823272.255,0.000250363,1151,946054,12.26,0.386,62.92,21.49,27.42,1.79,22.42,21.05,3.84,-1.26,Muy bajo
26031,Sonora,Huachinera,7704148.372,0.000246551,2,1411,12.023,0.37,1.001,0,0,0,43.56,14.84,4.94,-0.76,Muy bajo
26032,Sonora,Huasabas,6839325.987,0.000218874,1,990,13.82,0.342,1.249,0,95.2,0,19.73,14.16,0.85,-1.18,Muy bajo
26033,Sonora,Huatabampo,6429517.121,0.000205759,60,86918,8.667,0.413,46.519,5.7,10.16,1.05,50.99,12.8,3.91,-0.4,Bajo
26034,Sonora,Huepac,6334914.989,0.000202732,2,1091,5.717,0.37,2.539,0,0,0,9.75,4.59,0.8,-1.22,Muy bajo
26035,Sonora,Imuris,6146856.772,0.000196714,10,13843,21.394,0.377,7.33,34.54,13.63,0.93,36.48,28.59,6.55,-0.97,Muy bajo
26036,Sonora,Magdalena,6146856.772,0.000196714,33,33896,14.529,0.374,22.633,37.32,17,1.94,28.67,20.73,3.23,-1.24,Muy bajo
26037,Sonora,Mazatan,5588051.611,0.000178831,1,1324,17.623,0.365,1.696,0,0,0,30.19,39.91,5.43,-0.82,Muy bajo
26038,Sonora,Moctezuma,5588051.611,0.000178831,12,5400,2.557,0.368,2.934,0,0,7.5,22.04,1.77,4.44,-1.18,Muy bajo
26039,Sonora,Naco,4826875.325,0.000154471,6,6756,20.552,0.381,8.859,0,55.46,0,47.84,36.39,5.06,-1.15,Muy bajo
26040,Sonora,Nacori Chico,4684779.846,0.000149924,2,2172,13.422,0.418,0.557,0,84.66,0,56.06,29.56,4.05,-0.26,Bajo
26041,Sonora,Nacozari de Garcia,4470441.289,0.000143065,12,14231,5.375,0.361,4.681,6.98,13.8,1.89,18.28,7.34,4.37,-1.17,Muy bajo
26042,Sonora,Navojoa,4470441.289,0.000143065,167,177079,10.478,0.394,37.525,12.91,12.76,1.19,38.89,13.12,3.43,-0.74,Muy bajo
26043,Sonora,Nogales,4286771.141,0.000137187,245,253486,16.594,0.353,160.008,25.35,36.52,1.66,29.5,16.13,4.63,-1.26,Muy bajo
26044,Sonora,Onavas,2794025.805,8.94E-05,1,493,31.197,0.316,0.98,719.42,0,0,24.57,40.99,4.44,-0.98,Muy bajo
26045,Sonora,Opodepe,1635520.307,5.23E-05,3,2949,15.172,0.392,0.869,31.81,0,0,35.76,26.59,2.31,-0.49,Bajo
26046,Sonora,Oquitoa,1184441.31,3.79E-05,1,432,11.022,0.346,0.779,0,0,0,23.64,42.86,11.86,-1.04,Muy bajo
26047,Sonora,Pitiquito,792109.1948,2.53E-05,8,10159,8.661,0.396,0.761,19.29,19.1,1.26,29.4,16.39,3.2,-0.65,Bajo
26048,Sonora,Puerto PeÃ±asco,363448.957,1.16E-05,79,72279,16.278,0.395,6.414,9.89,77.93,1.74,36.39,27.03,5.7,-1.09,Muy bajo
26049,Sonora,Quiriego,,,3,3120,12.046,0.387,1.142,0,0,0,54.94,12.06,7.77,0.99,Alto
26050,Sonora,Rayon,,,2,1653,8.102,0.367,1.352,60.49,0,0,38.34,11.06,7.37,-0.62,Bajo
26051,Sonora,Rosario,,,7,5488,10.647,0.399,1.463,36.35,36.13,0,38.71,18.32,11.35,-0.1,Bajo
26052,Sonora,Sahuaripa,,,8,6122,14.735,0.388,0.923,62.15,15.44,2.02,38.57,26.14,3.01,-0.67,Bajo
26053,Sonora,San Felipe de Jesus,,,2,449,8.354,0.322,2.413,0,0,0,16.79,8.42,0,-1.2,Muy bajo
26054,Sonora,San Javier,,,2,679,20.826,0.365,0.677,0,0,0,23.26,21.16,2.7,-0.94,Muy bajo
26055,Sonora,San Luis Rio Colorado,,,244,206982,27.418,0.374,23.657,16.99,47.92,1.25,41.39,29.93,6.47,-1.08,Muy bajo
26056,Sonora,San Miguel de Horcasitas,,,4,10070,25.548,0.346,6.067,9.2,0,0,59.66,59.09,16.15,0.39,Medio
26057,Sonora,San Pedro de la Cueva,,,2,1648,12.357,0.376,0.757,0,0,0,35.21,31.5,7.33,-0.68,Bajo
26058,Sonora,Santa Ana,,,16,17813,8.192,0.366,9.998,27.67,32.83,2.21,27.27,18.96,6.4,-1.17,Muy bajo
26059,Sonora,Santa Cruz,,,2,2031,14.989,0.354,2.084,44.23,0,0,35.43,12.59,11.04,-0.92,Muy bajo
26060,Sonora,Saric,,,1,1736,25.271,0.356,1.228,0,0,0,46.2,29.07,2.94,-0.78,Muy bajo
26061,Sonora,Soyopa,,,1,1474,25.211,0.389,1.616,73.97,0,0,18.52,45.23,9.69,-0.55,Bajo
26062,Sonora,Suaqui Grande,,,1,1222,19.002,0.345,1.253,0,0,0,25.31,32.07,2.52,-0.88,Muy bajo
26063,Sonora,Tepache,,,1,1515,13.252,0.378,1.565,0,0,0,31.53,13.21,3.87,-1.02,Muy bajo
26064,Sonora,Trincheras,,,2,1763,14.521,0.345,0.367,0,0,0,30.1,36.59,10.84,-0.67,Bajo
26065,Sonora,Tubutama,,,1,1329,9.053,0.352,1.09,0,0,0,34.68,19.97,1.99,-0.76,Muy bajo
26066,Sonora,Ures,,,8,9577,6.273,0.372,3.264,19.79,19.66,2.51,20.87,8.04,3.44,-0.95,Muy bajo
26067,Sonora,Villa Hidalgo,,,1,1693,10.506,0.35,1.502,0,0,0,23.49,18.78,11.93,-0.77,Muy bajo
26068,Sonora,Villa Pesqueira,,,1,1263,18.967,0.368,0.569,81.32,0,0,24.05,35.62,2.38,-0.73,Muy bajo
26069,Sonora,Yecora,,,3,6387,17.199,0.45,1.447,281.69,62.03,0,74.84,19.72,12.19,0.26,Medio
26070,Sonora,General Plutarco Elias Calles,,,15,18481,13.61,0.374,3.307,57.89,41.45,0.72,45.55,33.76,6.6,-0.99,Muy bajo
26071,Sonora,Benito Juarez,,,23,23843,9.614,0.371,59.197,20.38,24.19,1.63,49.4,23,6.44,-0.66,Bajo
26072,Sonora,San Ignacio Rio Muerto,,,15,15677,11.087,0.369,10.384,6.38,12.62,0,57.18,23.88,6.34,-0.18,Bajo
27001,Tabasco,Balancan,19815104497,0.667893593,35,64346,7.634,0.407,18.075,26.8,24.95,0.68,61.8,18.21,5.38,-0.4,Bajo
27002,Tabasco,Cardenas,4388493494,0.14791982,191,276096,15.142,0.452,123.448,27.91,29.46,0.85,56.08,29.7,6.34,-0.67,Bajo
27003,Tabasco,Centla,1615130499,0.054440052,55,117902,13.272,0.392,33.194,7.29,9.93,0.75,76.79,26.38,3.56,-0.47,Bajo
27004,Tabasco,Centro,847085247.6,0.028552098,963,739611,20.952,0.42,387.115,16.84,33.11,1.87,35.81,28.91,4.24,-1.22,Muy bajo
27005,Tabasco,Comalcalco,632839866.8,0.021330682,208,217559,14.738,0.433,503.461,15.29,26.05,1.23,54.93,23.91,4.67,-0.8,Muy bajo
27006,Tabasco,Cunduacan,587320531.5,0.019796394,83,148165,17.096,0.385,134.949,22.46,22.25,0.39,60.34,32.55,5.6,-0.69,Bajo
27007,Tabasco,Emiliano Zapata,404768559.7,0.013643245,45,32992,9.972,0.393,43.271,12.52,21.75,2.51,56.25,20.93,6.01,-0.91,Muy bajo
27008,Tabasco,Huimanguillo,255522693.5,0.008612721,96,200660,12.068,0.406,53.201,44.06,59.56,0.43,62.09,32.54,5.77,-0.46,Bajo
27009,Tabasco,Jalapa,211166561.9,0.007117641,20,41267,12.226,0.383,72.762,7.72,20.46,0.34,51.82,17.82,3.99,-0.8,Muy bajo
27010,Tabasco,Jalpa de Mendez,201501798.9,0.006791877,63,94252,15.985,0.387,242.707,13.09,18.37,0.89,57.7,36.03,3.21,-0.9,Muy bajo
27011,Tabasco,Jonuta,177444233.2,0.005980986,19,32829,4.237,0.394,27.963,19.42,12.85,0.87,65.42,11.41,5.98,-0.2,Bajo
27012,Tabasco,Macuspana,152305133.4,0.00513364,90,177047,7.698,0.447,76.715,28.08,21.18,0.99,69.32,17.73,4.96,-0.46,Bajo
27013,Tabasco,Nacajuca,125121041.7,0.004217366,67,149256,15.353,0.418,332.302,10.75,15.58,0.2,48.23,19.57,3.82,-1.11,Muy bajo
27014,Tabasco,Paraiso,122398388.7,0.004125595,76,101901,14.157,0.436,167.488,24.54,9.52,1.44,50.2,34.32,3.83,-1.07,Muy bajo
27015,Tabasco,Tacotalpa,77407836.85,0.002609131,38,52105,6.654,0.421,60.273,12.1,13.98,0.27,62.43,25.58,4.48,-0.29,Bajo
27016,Tabasco,Teapa,42035748.36,0.001416869,46,62448,9.301,0.369,86.375,29.46,15.46,1.63,52.92,19.82,11.16,-0.52,Bajo
27017,Tabasco,Tenosique,12409827.88,0.000418289,51,63851,13.348,0.455,29.698,12.88,19.17,1.3,54.07,24.53,5.06,-0.49,Bajo
28001,Tamaulipas,Abasolo,7892903400,0.225279259,8,12768,2.372,0.382,5.483,15.61,15.51,0,56.14,3.85,5.37,-0.67,Bajo
28002,Tamaulipas,Aldama,6360848370,0.181551342,16,30886,6.822,0.378,7.858,12.34,0,0.82,52.59,11.62,5.9,-0.44,Bajo
28003,Tamaulipas,Altamira,4408819563,0.125836533,124,255602,15.73,0.377,198.127,4.55,8.23,0.76,42.14,21.17,5.11,-1.05,Muy bajo
28004,Tamaulipas,Antiguo Morelos,4295989404,0.122616135,5,10384,8.857,0.367,12.425,0,20.35,0,50.1,8.65,6.19,-0.53,Bajo
28005,Tamaulipas,Burgos,4130177688,0.117883537,3,4735,14.115,0.377,1.899,21.46,0,0,47.66,9.64,8.89,-0.31,Bajo
28006,Tamaulipas,Bustamante,2746813672,0.078399559,1,8446,4.341,0.409,5.455,37.28,12.35,0,75.5,5.68,4.3,1.09,Alto
28007,Tamaulipas,Camargo,1935287600,0.055236981,24,16332,18.589,0.376,19.691,55.58,76.07,2.74,40.96,30.72,7.95,-0.87,Muy bajo
28008,Tamaulipas,Casas,666119607.7,0.019012387,2,4410,12.563,0.361,1.014,21.13,0,0,58.26,11.42,26.16,0.73,Medio
28009,Tamaulipas,Ciudad Madero,436339327.1,0.012453998,175,223413,15.21,0.385,3273.975,7.47,9.74,1.55,23.35,17.21,5.14,-1.3,Muy bajo
28010,Tamaulipas,Cruillas,410405875.2,0.011713805,3,1998,8.931,0.361,1.033,0,0,0,53.73,7.18,5.58,-0.05,Bajo
28011,Tamaulipas,Gomez Farias,392983601.8,0.011216538,9,9689,4.169,0.367,17.982,42.57,0,0,46.11,6.26,4.36,-0.48,Bajo
28012,Tamaulipas,Gonzalez,322809197.2,0.009213621,32,46374,15.344,0.363,12.2,10.53,12.52,1.13,61.31,21.83,10.23,-0.36,Bajo
28013,Tamaulipas,GÃ¼emez,238265094.3,0.006800563,6,16524,8.252,0.344,12.479,104.5,17.28,0,52.43,13.06,6.21,-0.29,Bajo
28014,Tamaulipas,Guerrero,205927301.3,0.005877577,7,4786,14.981,0.393,1.729,18.8,0,2.41,31.47,13.21,4.83,-0.31,Bajo
28015,Tamaulipas,Gustavo Diaz Ordaz,155321362.4,0.004433183,16,16640,27.471,0.386,58.063,17.54,23.22,1.52,45.76,42.09,5.37,-1.04,Muy bajo
28016,Tamaulipas,Hidalgo,112199316,0.003202393,16,24504,9.531,0.376,9.124,79.75,19.84,0,69.78,20.63,4.61,-0.46,Bajo
28017,Tamaulipas,Jaumave,94102444.46,0.002685872,4,16350,2.36,0.481,6.011,18.19,48.11,0,60.69,6.24,3.6,-0.19,Bajo
28018,Tamaulipas,Jimenez,79589992.58,0.002271658,6,8538,4.25,0.4,3.308,0,56.2,0,60.49,5.04,6.24,-0.79,Muy bajo
28019,Tamaulipas,Llera,36881782.71,0.00105268,6,17892,3.636,0.393,6.347,11.17,16.69,0,54.91,10.95,5.12,-0.31,Bajo
28020,Tamaulipas,Mainero,25377320.63,0.00072432,1,2684,8.785,0.403,3.911,0,0,0,57,11.98,3.41,-0.41,Bajo
28021,Tamaulipas,El Mante,19988212.63,0.000570504,121,125639,4.842,0.398,55.678,51.18,24.62,1.34,39.65,10.02,4.72,-0.97,Muy bajo
28022,Tamaulipas,Matamoros,13486022.98,0.000384918,604,546115,15.906,0.394,161.688,10.87,10.76,1.25,34.61,22.86,5.38,-1.01,Muy bajo
28023,Tamaulipas,Mendez,12041091.95,0.000343677,2,4140,16.448,0.353,1.918,21.74,43.31,0,42.29,24.63,7.56,-0.09,Bajo
28024,Tamaulipas,Mier,7859277.8,0.00022432,11,4434,7.744,0.401,5.805,117.43,0,3,34.27,4.24,8.33,-1,Muy bajo
28025,Tamaulipas,Miguel Aleman,7327943.743,0.000209154,78,29033,18.388,0.387,40.402,80.34,92.13,1.68,39.12,31.03,10.09,-1.11,Muy bajo
28026,Tamaulipas,Miquihuana,6983833.33,0.000199333,3,3817,3.15,0.386,3.536,0,27.08,0,81.34,3.1,5.43,0.65,Medio
28027,Tamaulipas,Nuevo Laredo,6627701.84,0.000189168,324,421295,22.267,0.381,255.213,19.82,23.29,1.4,33.57,26.28,6.92,-1.21,Muy bajo
28028,Tamaulipas,Nuevo Morelos,4575614.94,0.000130597,6,3738,4.309,0.359,15.155,0,0,0,60.2,7.9,5.5,-0.7,Bajo
28029,Tamaulipas,Ocampo,3875373.036,0.000110611,11,14524,6.031,0.459,6.825,36.31,7.22,0.94,56.61,17.33,5.4,-0.39,Bajo
28030,Tamaulipas,Padilla,3750440.679,0.000107045,13,14808,4.488,0.378,10.078,51.43,31.9,0.84,56.05,9.01,6.24,-0.73,Muy bajo
28031,Tamaulipas,Palmillas,2408218.389,6.87E-05,1,1840,2.405,0.387,2.507,0,0,0,54.87,6.6,3.53,-0.02,Bajo
28032,Tamaulipas,Reynosa,,,568,686670,17.623,0.375,237.992,34.73,27.48,1.45,27.87,17.43,7.01,-1.17,Muy bajo
28033,Tamaulipas,Rio Bravo,,,113,133206,25.773,0.389,61.908,17.31,10.43,1.42,45.71,32.57,7.75,-0.96,Muy bajo
28034,Tamaulipas,San Carlos,,,3,9433,6.947,0.384,2.753,31.06,20.65,0,72.1,8.84,6.93,0.24,Medio
28035,Tamaulipas,San Fernando,,,47,59215,8.992,0.403,8.432,9.93,13.14,0.66,59.2,14.31,4.62,-0.38,Bajo
28036,Tamaulipas,San Nicolas,,,2,1100,4.335,0.372,1.281,0,0,0,82.89,9.8,8.13,1.87,Muy alto
28037,Tamaulipas,Soto la Marina,,,18,26467,9.717,0.382,4.305,25.48,3.61,0.48,51.86,10.74,11.05,-0.07,Bajo
28038,Tamaulipas,Tampico,,,677,334535,15.658,0.378,4369.486,6.66,4.1,3.24,28.77,20.35,4.51,-1.32,Muy bajo
28039,Tamaulipas,Tula,,,28,30885,6.373,0.429,10.61,33.32,39.66,0,62.39,12.59,5.39,0.11,Bajo
28040,Tamaulipas,Valle Hermoso,,,76,67965,9.212,0.381,33.924,5.92,5.87,1.57,46.69,16.29,3.88,-0.95,Muy bajo
28041,Tamaulipas,Victoria,,,304,367051,7.716,0.401,213.994,82.99,40.11,1.69,33.35,13.35,3.37,-1.26,Muy bajo
28042,Tamaulipas,Villagran,,,4,6563,13.577,0.387,3.736,0,15.44,0,57.46,8.55,7.06,-0.19,Bajo
28043,Tamaulipas,Xicotencatl,,,17,25174,7.102,0.405,17.538,20.23,4.02,1.05,28.01,10.49,5.21,-0.82,Muy bajo
29001,Tlaxcala,Amaxac de Guerrero,2001920588,0.21584413,7,12018,17.202,0.391,886.014,8.32,0,0,48.86,31.99,3.67,-1.02,Muy bajo
29002,Tlaxcala,Apetatitlan de Antonio Carvajal,1853738717,0.199867379,10,16266,17.667,0.396,2201.238,0,6.52,2.67,42.78,34.51,3.45,-1.1,Muy bajo
29003,Tlaxcala,Atlangatepec,1568400704,0.169102654,2,7030,9.459,0.328,57.122,14.73,14.55,0,58.24,11.37,5.14,-0.46,Bajo
29004,Tlaxcala,Altzayanca,510720576.5,0.055065141,7,18578,10.907,0.361,127.975,5.55,5.49,0,73.47,34.6,6.21,-0.23,Bajo
29005,Tlaxcala,Apizaco,310485734.5,0.033476115,199,85176,19.224,0.387,1420.465,16.44,19.74,3.01,44.2,22.22,3.35,-1.16,Muy bajo
29006,Tlaxcala,Calpulalpan,286737200.1,0.030915583,53,51966,10.257,0.362,186.249,15.66,38.64,1.34,59.87,18.82,4.98,-0.88,Muy bajo
29007,Tlaxcala,El Carmen Tequexquitla,269268058.9,0.029032086,15,18281,5.383,0.36,381.091,5.72,22.57,0.81,87.85,21.73,3.97,0.03,Bajo
29008,Tlaxcala,Cuapiaxtla,241719183.2,0.026061806,7,16363,9.167,0.348,118.435,0,12.95,0.91,75.3,35.1,6.2,-0.42,Bajo
29009,Tlaxcala,Cuaxomulco,219327932.4,0.023647615,4,5720,10.527,0.375,379.028,0,16.71,0,55.46,15.13,7.87,-0.71,Bajo
29010,Tlaxcala,Chiautempan,198800041.4,0.021434328,104,77435,20.177,0.389,1105.8,4.08,4.04,2.03,58.19,32.22,5.09,-0.84,Muy bajo
29011,Tlaxcala,MuÃ±oz de Domingo Arenas,190075449.9,0.020493655,5,4905,9.746,0.34,69.64,0,41.89,0,43.66,17.15,7.17,-0.89,Muy bajo
29012,Tlaxcala,EspaÃ±ita,168234263.7,0.018138771,6,9409,8.133,0.311,67.373,10.9,0,0,69.37,22,4.67,-0.45,Bajo
29013,Tlaxcala,Huamantla,155762297,0.016794062,91,100247,15.299,0.397,278.727,7.23,13.24,1.44,63.89,30.86,6.27,-0.5,Bajo
29014,Tlaxcala,Hueyotlipan,140153675.5,0.015111163,13,15578,10.744,0.369,87.581,0,6.35,0,76.64,13.14,3.51,-0.66,Bajo
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,109761430.8,0.011834316,29,41831,13.918,0.396,234.986,7.56,7.47,0,55.75,40.95,3.61,-0.84,Muy bajo
29016,Tlaxcala,Ixtenco,104496954.2,0.011266708,6,7759,10.72,0.409,160.995,13.29,0,0,68.23,13.97,3.05,-0.63,Bajo
29017,Tlaxcala,Mazatecochco de Jose Maria Morelos,88004336.79,0.009488498,10,11601,39.189,0.357,749.467,8.82,0,0,90.41,42.64,5.82,-0.18,Bajo
29018,Tlaxcala,Contla de Juan Cuamatzi,86419649.52,0.009317639,20,41267,18.894,0.381,1813.775,0,14.92,0.34,64.79,31.69,3.67,-0.62,Bajo
29019,Tlaxcala,Tepetitla de Lardizabal,86323752.91,0.0093073,13,22733,26.016,0.383,775.854,9.13,27,0,72.06,29.81,5.46,-0.83,Muy bajo
29020,Tlaxcala,Sanctorum de Lazaro Cardenas,57819029.89,0.006233963,6,10588,7.85,0.344,85.473,10.22,0,0,81.31,11.46,5.08,-0.73,Muy bajo
29021,Tlaxcala,Nanacamilpa de Mariano Arista,47499882.2,0.005121367,9,19402,7.221,0.347,190.942,16.28,10.73,0.74,67.94,20.5,4.04,-0.78,Muy bajo
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,45765649.2,0.004934385,3,6934,16.068,0.345,286.121,30.42,0,0,40.46,16.63,3.58,-0.9,Muy bajo
29023,Tlaxcala,Nativitas,45324458.04,0.004886816,18,27294,21.235,0.385,424.407,29.91,22.15,0.51,61.88,33.51,4.7,-0.68,Bajo
29024,Tlaxcala,Panotla,42195480.26,0.004549455,15,29017,18.789,0.422,474.674,10.47,10.35,0,44.27,33.65,2.93,-0.94,Muy bajo
29025,Tlaxcala,San Pablo del Monte,40831623.83,0.004402406,48,82542,19.904,0.375,1296.863,8.84,11.21,0.53,73.82,32.6,7.02,-0.38,Bajo
29026,Tlaxcala,Santa Cruz Tlaxcala,38970020.71,0.00420169,12,22062,13.215,0.383,829.013,9.47,0,0,48.23,25.12,4.31,-0.89,Muy bajo
29027,Tlaxcala,Tenancingo,35212531.99,0.003796563,7,13938,33.442,0.383,748.212,30.26,7.48,0,76.31,30.32,5.87,-0.57,Bajo
29028,Tlaxcala,Teolocholco,28295839.05,0.003050816,22,26065,20.004,0.39,313.635,0,0,0.56,63.13,29.25,5.02,-0.67,Bajo
29029,Tlaxcala,Tepeyanco,25273633.73,0.002724966,5,14396,19.382,0.382,637.094,7.58,14.96,0,47.29,24.21,6.2,-0.9,Muy bajo
29030,Tlaxcala,Terrenate,25248489.28,0.002722255,13,16330,11.278,0.362,72.425,0,0,0,73.7,14.04,4.16,-0.28,Bajo
29031,Tlaxcala,Tetla de la Solidaridad,21797709.79,0.002350197,26,34866,14.047,0.377,242.535,2.95,34.96,0,53.39,25.89,4.55,-0.84,Muy bajo
29032,Tlaxcala,Tetlatlahuca,21348363.33,0.002301749,6,15237,15.968,0.376,705.2,14.28,28.23,0,52.48,35.32,4.65,-0.93,Muy bajo
29033,Tlaxcala,Tlaxcala,21335095.69,0.002300319,201,103435,18.33,0.404,2400.769,13.79,9.74,2.88,25.04,28.09,4.64,-1.28,Muy bajo
29034,Tlaxcala,Tlaxco,20369864.89,0.002196249,30,45726,10.133,0.348,81.589,8.79,8.68,0.61,67.54,16.94,4.52,-0.45,Bajo
29035,Tlaxcala,Tocatlan,18644154.25,0.002010185,11,6306,9.002,0.383,575.32,15.57,0,0,71.68,19.73,4.8,-0.75,Muy bajo
29036,Tlaxcala,Totolac,17808945.18,0.001920134,17,24161,18.488,0.4,928.265,13.03,8.59,0,42.12,34.11,3.05,-1.15,Muy bajo
29037,Tlaxcala,Ziltlaltepec de Trinidad Sanchez Santos,17758656.29,0.001914712,9,9486,9.782,0.406,139.606,0,11.35,0,78.73,13.93,6.33,0.07,Bajo
29038,Tlaxcala,Tzompantepec,17646801.83,0.001902652,15,18563,13.632,0.394,774.785,29.1,17.21,0,47.28,26.96,6.57,-0.82,Muy bajo
29039,Tlaxcala,Xaloztoc,15440951.6,0.001664821,30,25784,11.834,0.368,522.272,12.13,3.99,0,65.84,29.19,3.4,-0.81,Muy bajo
29040,Tlaxcala,Xaltocan,14244382.59,0.001535808,4,11627,15.366,0.349,134.684,0,0,0,55.87,20.75,5.18,-0.75,Muy bajo
29041,Tlaxcala,Papalotla de Xicohtencatl,13235101.37,0.001426989,27,32591,24.14,0.398,1772.434,0,12.89,0.89,64.58,30.94,6.31,-0.78,Muy bajo
29042,Tlaxcala,Xicohtzinco,12499817.96,0.001347712,12,14770,18.321,0.377,1450.153,7.07,6.99,0,51.15,28.7,3.65,-0.98,Muy bajo
29043,Tlaxcala,Yauhquemehcan,12337674.61,0.00133023,12,41773,14.908,0.382,1380.909,20.26,24.97,0,48.98,33.7,4.58,-1.12,Muy bajo
29044,Tlaxcala,Zacatelco,8823400.915,0.000951326,53,47148,19.353,0.387,3165.997,20.46,4.49,1.54,57.73,22.35,3.93,-0.9,Muy bajo
29045,Tlaxcala,Benito Juarez,8389515.092,0.000904545,4,6446,4.919,0.345,233.936,0,15.12,0,80.68,10.59,4.93,-0.63,Bajo
29046,Tlaxcala,Emiliano Zapata,8088117.506,0.000872049,4,4836,8.025,0.333,98.567,0,0,0,83.69,9.59,5.31,-0.21,Bajo
29047,Tlaxcala,Lazaro Cardenas,2288049.571,0.000246694,6,3282,11.376,0.325,138.915,0,0,0,75.91,13.88,3.61,-0.73,Muy bajo
29048,Tlaxcala,La Magdalena Tlaltelulco,,,16,19967,12.812,0.389,1337.737,0,10.2,0,#VALUE!,#VALUE!,1.02,1.35,Alto
29049,Tlaxcala,San Damian Texoloc,,,2,6022,20.417,0.417,562.524,17.32,34.29,0,56.59,24.79,4.16,-0.97,Muy bajo
29050,Tlaxcala,San Francisco Tetlanohcan,,,15,11502,22.319,0.41,233.817,9.38,9.28,0,67.38,28.02,2.16,-0.62,Bajo
29051,Tlaxcala,San Jeronimo Zacualpan,,,5,4107,19.618,0.43,541.27,23.62,0,0,53.59,20.56,15.87,-0.71,Bajo
29052,Tlaxcala,San Jose Teacalco,,,5,6421,12.814,0.351,173.011,0,0,0,81.04,32.5,6.71,-0.45,Bajo
29053,Tlaxcala,San Juan Huactzinco,,,4,8053,25.496,0.41,1731.532,0,0,0,64.92,37.47,6.23,-0.89,Muy bajo
29054,Tlaxcala,San Lorenzo Axocomanitla,,,2,6031,14.062,0.397,1310.829,0,0,0,53.63,19.15,5.55,-0.98,Muy bajo
29055,Tlaxcala,San Lucas Tecopilco,,,7,3328,17.79,0.376,102.362,0,0,0,75.22,18.33,6.51,-0.79,Muy bajo
29056,Tlaxcala,Santa Ana Nopalucan,,,5,8337,26.077,0.425,848.666,37.93,0,0,69.97,21.02,6.97,-0.83,Muy bajo
29057,Tlaxcala,Santa Apolonia Teacalco,,,7,4944,23.229,0.425,586.094,0,39,0,62.85,38.52,6.6,-0.92,Muy bajo
29058,Tlaxcala,Santa Catarina Ayometla,,,5,9500,18.566,0.37,969.57,0,65.5,0,61.36,21.42,4.09,-0.79,Muy bajo
29059,Tlaxcala,Santa Cruz Quilehtla,,,6,7664,23.713,0.349,1435.185,0,0,0,72.69,19.44,4.01,-0.75,Muy bajo
29060,Tlaxcala,Santa Isabel Xiloxoxtla,,,3,5367,19.111,0.381,998.716,0,0,0,60.81,19.34,4.56,-0.78,Muy bajo
30001,Veracruz de Ignacio de la Llave,Acajete,12272967698,0.177600576,5,9131,19.741,0.379,107.193,33.74,0,0,72.77,19.02,8.62,0.26,Medio
30002,Veracruz de Ignacio de la Llave,Acatlan,8089549933,0.117062863,3,3344,14.871,0.361,167.039,0,0,0,77.54,27.37,3.72,-0.13,Bajo
