clave_municipio,entidad,mpio,gdp_tourism,gdp_toursim_ss,numero_hospitales,poblacion_2022,popnoafmed2015,gini2015,popden2020,crimen_2018,crimen_2019,inclusion_fin_2019,porcentaje_pob_pobreza,porcentaje_pob_servicios_salud,pob_6-14_no_edu,rezago_social,grado_rs
1001,Aguascalientes,Aguascalientes,14292478552,0.949708328,1289,961977,14.337,0.392,811.991,7.36,8.15,1.78,23.68,20.02,4.6,-1.32,Muy bajo
1002,Aguascalientes,Asientos,266325722.1,0.017696844,22,50864,5.774,0.37,94.087,7.81,5.78,0,40.13,16.47,6.29,-0.86,Muy bajo
1003,Aguascalientes,Calvillo,263194957.1,0.01748881,50,60760,9.974,0.375,62.549,8.4,8.31,1.16,45.76,21.03,6.95,-0.92,Muy bajo
1004,Aguascalientes,Cosio,170099139,0.011302768,8,16918,5.283,0.37,131.885,17.86,0,0,37.04,17.59,5.7,-1,Muy bajo
1005,Aguascalientes,Jesus Maria,17075044.64,0.001134605,60,130184,14.024,0.402,260.285,5.14,10.98,0.36,26.34,21.08,5.88,-1.17,Muy bajo
1006,Aguascalientes,Pabellon de Arteaga,13905706.28,0.000924008,40,50032,10.23,0.389,239.019,4.32,0,1.2,28.92,21.09,4.44,-1.17,Muy bajo
1007,Aguascalientes,Rincon de Romos,13143610.33,0.000873368,44,57981,10.801,0.396,153.833,7.33,5.43,1.03,40.51,22.35,4.38,-1.07,Muy bajo
1008,Aguascalientes,San Jose de Gracia,5245425.137,0.000348549,7,9661,5.834,0.418,11.147,0,0,0,45.77,8.14,5.74,-0.96,Muy bajo
1009,Aguascalientes,Tepezala,4684324.291,0.000311265,12,22743,8.344,0.371,98.239,4.49,4.43,0,37.65,17.03,5.37,-0.9,Muy bajo
1010,Aguascalientes,El Llano,3182272.835,0.000211456,7,21947,8.748,0.37,41.635,0,0,0,40.61,22.98,4.4,-0.83,Muy bajo
1011,Aguascalientes,San Francisco de los Romo,,,20,51568,12.003,0.366,462.423,7.05,16.21,0.33,37.79,23.71,6.43,-1.08,Muy bajo
2001,Baja California,Ensenada,30943078647,0.442256119,524,536143,14.15,0.373,8.543,36.84,41.07,1.32,22.3,19.47,5.46,-0.97,Muy bajo
2002,Baja California,Mexicali,17786013226,0.25420784,986,1087478,15.727,0.365,76.688,10.79,9.08,1.51,20.22,18.6,4.88,-1.24,Muy bajo
2003,Baja California,Tecate,10435533998,0.149150601,89,113857,11.652,0.364,35.219,51.92,63.23,1.02,21.11,21.81,6.04,-1.02,Muy bajo
2004,Baja California,Tijuana,9010433986,0.128782259,1749,1789531,21.564,0.361,2186.673,102.35,84.07,1.32,23.7,27.45,7.63,-1.15,Muy bajo
2005,Baja California,Playas de Rosarito,1791363048,0.025603182,88,107859,19.616,0.372,247.204,65.95,86.34,1.55,31.23,29.46,7.75,-0.96,Muy bajo
3001,Baja California Sur,Comondu,25120161336,0.867672657,65,83051,9.149,0.395,5.82,12.91,3.44,0.92,34.95,11.66,3.56,-0.81,Muy bajo
3002,Baja California Sur,Mulege,2243130272,0.077479709,55,67727,9.804,0.373,1.935,22.15,14.85,1.65,24.11,18.66,5.62,-0.57,Bajo
3003,Baja California Sur,La Paz,819888375.5,0.028319672,412,301961,12.969,0.403,14.414,22.35,10.28,1.87,20.61,14.22,3.32,-1.1,Muy bajo
3008,Baja California Sur,Los Cabos,526592186.1,0.018188961,238,330312,17.384,0.389,101.727,20.35,11.15,2.22,31.7,21.19,4.77,-0.76,Muy bajo
3009,Baja California Sur,Loreto,241424048.7,0.008339001,19,21657,11.585,0.411,4.187,13.01,4.22,1.13,34.08,12.66,4.39,-0.89,Muy bajo
4001,Campeche,Calkini,8418553702,0.659027477,58,63298,10.252,0.436,30.119,1.66,3.29,0.89,62.84,19.51,2.82,-0.43,Bajo
4002,Campeche,Campeche,3256633411,0.254938197,373,317424,10.13,0.435,86.223,5.36,2.64,1.67,32.53,18.79,3.2,-1.14,Muy bajo
4003,Campeche,Carmen,395086100.7,0.030928424,204,275478,16.698,0.443,25.601,10.06,15.63,1.86,35.36,24.42,6.69,-0.92,Muy bajo
4004,Campeche,Champoton,250782584.8,0.019631949,57,99945,11.051,0.404,12.839,10.49,4.14,1.13,57.17,19.62,5.91,-0.45,Bajo
4005,Campeche,Hecelchakan,157400620.8,0.012321752,22,34683,15.117,0.43,23.962,0,0,0.42,66.68,15.2,10.72,-0.45,Bajo
4006,Campeche,Hopelchen,124135009.9,0.009717629,22,44051,13.095,0.43,5.649,0,0,0.32,74.85,25.06,19.76,0.04,Bajo
4007,Campeche,Palizada,50633532.7,0.003963732,11,9868,4.949,0.41,4.191,11.14,0,0,59.86,9.9,5.11,-0.31,Bajo
4008,Campeche,Tenabo,49823264.59,0.003900302,13,11930,5.701,0.388,12.984,9.08,8.97,0,53.86,21.52,9.16,-0.34,Bajo
4009,Campeche,Escarcega,45371416.39,0.003551799,40,63495,8.62,0.405,13.113,12.84,12.65,1.32,68.06,17.69,6.99,-0.38,Bajo
4010,Campeche,Calakmul,20050665.5,0.001569621,9,31723,7.937,0.436,2.292,22.34,6.27,0.45,82.97,22.55,6.51,0.32,Medio
4011,Campeche,Candelaria,5737129.695,0.000449118,22,48722,11.778,0.402,8.501,37.92,22.83,0.58,80.45,26.33,9.34,0.41,Medio
5001,Coahuila de Zaragoza,Abasolo,9048278465,0.327127527,4,1130,14.089,0.49,1.582,0,0,0,10.97,41.49,4.31,-1.28,Muy bajo
5002,Coahuila de Zaragoza,Acu̱a,6607770633,0.238894468,104,163157,12.546,0.352,14.194,3.95,4.56,1.44,23.45,20.53,4.97,-1.19,Muy bajo
5003,Coahuila de Zaragoza,Allende,2478182132,0.08959512,21,24705,7.35,0.357,116.034,0,3.88,2.09,24.8,23.25,9.23,-1.22,Muy bajo
5004,Coahuila de Zaragoza,Arteaga,2374863560,0.085859785,14,25477,16.677,0.504,16.264,3.94,3.9,0.52,29.01,44.07,4.68,-1.05,Muy bajo
5005,Coahuila de Zaragoza,Candela,1334067058,0.048231281,3,1945,17.5,0.471,0.713,0,0,0,33.39,17.6,14.44,-0.71,Bajo
5006,Coahuila de Zaragoza,Casta̱os,990841402.8,0.035822449,15,30568,8.932,0.342,9.97,3.5,10.4,0.94,33.75,21.96,5.05,-1.17,Muy bajo
5007,Coahuila de Zaragoza,Cuatro Cienegas,824452996.4,0.029806915,11,14623,5.308,0.395,1.618,14.23,0,0,33,30.14,6.64,-0.77,Muy bajo
5008,Coahuila de Zaragoza,Escobedo,632332970.3,0.022861091,2,3353,16.152,0.54,3.129,0,0,0,29.07,33.98,5.31,-0.96,Muy bajo
5009,Coahuila de Zaragoza,Francisco I. Madero,587209577.7,0.02122972,43,64483,12.406,0.452,11.965,6.52,11.29,1.54,31.77,27.86,5.88,-1.03,Muy bajo
5010,Coahuila de Zaragoza,Frontera,490345443.1,0.017727736,31,87942,10.074,0.367,162.607,2.42,7.2,1.3,22.25,14.25,5.26,-1.3,Muy bajo
5011,Coahuila de Zaragoza,General Cepeda,350057191.3,0.012655816,10,13501,6.944,0.432,3.382,0,0,0,37.06,27.38,5.4,-0.92,Muy bajo
5012,Coahuila de Zaragoza,Guerrero,340548781.8,0.012312053,1,1964,21.391,0.441,0.51,87.25,0,0,23.83,16.25,8.43,-0.74,Muy bajo
5013,Coahuila de Zaragoza,Hidalgo,291433634.1,0.010536365,3,1888,36.805,0.458,1.071,0,0,0,24.15,47.89,11.05,-0.9,Muy bajo
5014,Coahuila de Zaragoza,Jimenez,248001488.2,0.008966138,7,10994,16.792,0.433,3.125,0,0,0,24.07,18.05,6.43,-0.72,Muy bajo
5015,Coahuila de Zaragoza,Juarez,244002157.4,0.008821548,4,1722,10.165,0.44,0.533,54.72,0,0,29.38,30.06,5.51,-1.01,Muy bajo
5016,Coahuila de Zaragoza,Lamadrid,140312270.7,0.005072789,4,1984,10.829,0.596,3.481,0,0,0,16.46,13.15,5.37,-1.1,Muy bajo
5017,Coahuila de Zaragoza,Matamoros,97904680.99,0.003539603,55,119492,19.815,0.411,117.901,8.52,10.12,0.57,27.91,25.77,6.08,-1.04,Muy bajo
5018,Coahuila de Zaragoza,Monclova,93517977.92,0.003381008,225,251346,10.389,0.383,160.702,7.98,9.15,1.78,22.81,19.47,4.52,-1.36,Muy bajo
5019,Coahuila de Zaragoza,Morelos,81159386.67,0.002934201,4,9430,7.64,0.383,13.078,0,0,0,22.94,15.59,3.95,-1.28,Muy bajo
5020,Coahuila de Zaragoza,Muzquiz,74760067.64,0.002702843,40,75647,7.833,0.376,8.811,9.65,16.38,1.1,28.97,18.29,5.82,-1.1,Muy bajo
5021,Coahuila de Zaragoza,Nadadores,61355542.34,0.002218222,5,7152,8.558,0.412,7.834,0,0,0,16.79,10.15,4.93,-1.16,Muy bajo
5022,Coahuila de Zaragoza,Nava,47432942.29,0.00171487,17,33101,9.841,0.335,41.159,9.76,6.43,0.44,24.41,17.85,6.07,-1.23,Muy bajo
5023,Coahuila de Zaragoza,Ocampo,40017857.87,0.001446788,6,11628,11.918,0.404,0.365,0,24.77,0,34.15,7.76,8.63,-0.43,Bajo
5024,Coahuila de Zaragoza,Parras,37709814.52,0.001363344,34,48694,9.875,0.406,4.797,10.37,12.33,1.1,30,21,4.38,-1.03,Muy bajo
5025,Coahuila de Zaragoza,Piedras Negras,23598285.52,0.000853162,223,177255,14.566,0.371,192.876,11.99,8.3,1.78,22.55,22.71,6.2,-1.3,Muy bajo
5026,Coahuila de Zaragoza,Progreso,21337072.64,0.000771411,2,3654,10.623,0.466,1.743,0,26.89,0,27.73,19.2,6.92,-0.84,Muy bajo
5027,Coahuila de Zaragoza,Ramos Arizpe,20058542.69,0.000725188,56,103252,11.861,0.381,23.036,5.38,10.61,2.2,16.81,16.47,4.86,-1.26,Muy bajo
5028,Coahuila de Zaragoza,Sabinas,17396088.36,0.000628931,37,69500,8.854,0.37,27.636,5.79,14.32,1.74,20.64,14.66,6.13,-1.27,Muy bajo
5029,Coahuila de Zaragoza,Sacramento,16518799.86,0.000597214,3,2614,11.695,0.507,14.63,0,0,0,16.63,24.09,5.51,-1.16,Muy bajo
5030,Coahuila de Zaragoza,Saltillo,16028987.71,0.000579505,755,869184,13.403,0.375,128.705,3.79,4.23,1.75,17.63,17.98,4.23,-1.38,Muy bajo
5031,Coahuila de Zaragoza,San Buenaventura,11799142.76,0.000426581,18,25820,12.558,0.345,7.018,4.01,0,1.59,23.11,18.2,5.34,-1.29,Muy bajo
5032,Coahuila de Zaragoza,San Juan de Sabinas,9439314.206,0.000341265,37,47315,5.762,0.371,57.465,4.5,8.94,2.06,22.41,10.69,6.36,-1.25,Muy bajo
5033,Coahuila de Zaragoza,San Pedro,7054997.632,0.000255063,57,117370,12.92,0.456,10.163,10.64,7.02,0.72,41.38,32.21,4.59,-0.95,Muy bajo
5034,Coahuila de Zaragoza,Sierra Mojada,,,5,7740,10.561,0.345,0.968,0,0,3.63,25.5,4.04,5.98,-1.04,Muy bajo
5035,Coahuila de Zaragoza,Torreon,,,870,744247,21.648,0.414,370.102,11.44,15.19,1.72,26,26.13,4.8,-1.33,Muy bajo
5036,Coahuila de Zaragoza,Viesca,,,7,23781,18.599,0.464,4.83,0,8.44,0,43.25,35.98,7.18,-0.59,Bajo
5037,Coahuila de Zaragoza,Villa Union,,,4,6859,9.997,0.337,4.017,15.1,14.98,0,26.59,25.71,4.69,-1.1,Muy bajo
5038,Coahuila de Zaragoza,Zaragoza,,,11,14203,12.295,0.387,1.605,22.25,14.71,0,32.78,21.04,5.37,-0.91,Muy bajo
6001,Colima,Armeria,7359341475,0.828791123,33,32363,7.368,0.38,80.872,183.91,154.52,0.4,38.43,10.22,8.26,-0.49,Bajo
6002,Colima,Colima,1012978085,0.114079126,493,169188,13.894,0.421,235.031,47.01,54.61,2.78,24.96,19.36,4.06,-1.16,Muy bajo
6003,Colima,Comala,256398044.2,0.028874924,26,23902,11.47,0.416,85.246,12.95,8.53,0,46.39,17.97,5.19,-0.72,Muy bajo
6004,Colima,Coquimatlan,136206705.3,0.015339268,13,22167,10.244,0.394,65.075,135.12,84.35,0,44.04,24.49,6.26,-0.65,Bajo
6005,Colima,Cuauhtemoc,47717367.27,0.005373814,27,32829,7.149,0.381,83.781,30.28,36.58,1.31,29.08,16.05,5.87,-0.88,Muy bajo
6006,Colima,Ixtlahuacan,33839621.74,0.003810936,5,6078,3.492,0.38,11.997,33.37,49.45,0,41.78,4.36,3.99,-0.42,Bajo
6007,Colima,Manzanillo,33128136.31,0.00373081,162,203306,13.874,0.382,121.028,101.91,126.49,2.21,24.74,19.61,5.94,-1.09,Muy bajo
6008,Colima,Minatitlan,,,3,9670,6.221,0.389,47.675,76.12,107.28,2.87,28,7.2,5.86,-0.62,Bajo
6009,Colima,Tecoman,,,111,134631,11.865,0.396,144.013,156.04,115.38,1.02,37.89,19.82,10.69,-0.49,Bajo
6010,Colima,Villa de Alvarez,,,100,151019,13.028,0.385,349.585,26.12,33.1,0.9,19.42,20,3.21,-1.33,Muy bajo
7001,Chiapas,Acacoyagua,11547378594,0.312557255,10,19856,17.902,0.364,94.209,26.09,36.12,0,77,43.47,10.25,0.08,Bajo
7002,Chiapas,Acala,8757164393,0.237033474,20,34494,9.512,0.413,71.578,0,13.81,0.65,77.52,32.45,12.03,-0.03,Bajo
7003,Chiapas,Acapetahua,6284740057,0.170111431,16,31069,20.902,0.362,75.137,3.18,25.15,0.44,57.94,43.72,9.46,0.04,Bajo
7004,Chiapas,Altamirano,4461183309,0.120752533,10,35982,15.779,0.521,32.286,0,11.18,0,94.64,32.83,14.22,1.42,Alto
7005,Chiapas,Amatan,1914541852,0.051821627,5,21836,5.262,0.364,224.881,8.51,25.23,0,90.44,41.07,10.4,1.26,Alto
7006,Chiapas,Amatenango de la Frontera,1043671963,0.028249463,6,33860,11.467,0.381,185.585,0,14.48,0,80.31,32.81,9.4,0.23,Medio
7007,Chiapas,Amatenango del Valle,651487163.9,0.017634049,1,10779,16.917,0.429,47.809,0,10.53,0,94.27,25.8,14.57,2.32,Muy alto
7008,Chiapas,Angel Albino Corzo,407897633.2,0.011040719,21,30925,11.342,0.446,18.255,3.65,3.62,1.04,84.96,36.6,11.3,0.52,Medio
7009,Chiapas,Arriaga,188564168.2,0.005103938,42,44264,16.633,0.417,62.994,20.91,20.77,0.94,62.1,46.37,6.46,-0.43,Bajo
7010,Chiapas,Bejucal de Ocampo,150444393,0.004072135,1,8324,7.099,0.385,89.817,0,0,0,93.88,25.33,8.01,0.68,Medio
7011,Chiapas,Bella Vista,150224896.9,0.004066194,7,22028,6.519,0.366,176.816,0,4.62,0,82.62,11.42,7.18,0.61,Medio
7012,Chiapas,Berriozabal,146866164.9,0.003975282,30,56971,24.189,0.444,214.724,3.79,18.7,0,61.64,53.77,12.61,0.05,Bajo
7013,Chiapas,Bochil,97781766.42,0.002646696,26,38101,14.224,0.538,99.901,8.54,5.62,0.83,78.28,47.32,8.1,0.68,Medio
7014,Chiapas,El Bosque,86987462.14,0.002354522,4,24374,15.677,0.402,100.718,0,0,0,96.27,14.49,13.99,1.3,Alto
7015,Chiapas,Cacahoatan,85866275.33,0.002324175,30,50439,23.751,0.441,288,22.77,14.35,0.58,76.63,60.73,6.9,-0.22,Bajo
7016,Chiapas,Catazaja,79574880,0.002153883,8,19006,8.052,0.385,28.372,10.6,5.26,0,67.41,46.21,9.12,-0.07,Bajo
7017,Chiapas,Cintalapa,74442880.72,0.002014974,68,93518,15.917,0.44,36.635,13.98,11.54,0.64,71.95,36.23,7.22,-0.14,Bajo
7018,Chiapas,Coapilla,69215942.13,0.001873494,4,10035,9.294,0.429,92.523,0,0,0,82.9,18.09,8.3,0.38,Medio
7019,Chiapas,Comitan de Dominguez,52553107.86,0.001422475,199,170498,13.939,0.45,159.327,3.03,8.98,1.69,68.77,42.26,8.58,-0.28,Bajo
7020,Chiapas,La Concordia,47119805.53,0.00127541,10,50535,12.035,0.389,44.852,6.02,1.99,0.28,76.24,30.08,11.32,0.53,Medio
7021,Chiapas,Copainala,42684841.57,0.001155367,24,24030,11.734,0.426,67.248,4.36,0,1.21,74.78,32.29,6.35,0.08,Bajo
7022,Chiapas,Chalchihuitan,41986831.12,0.001136473,8,18016,17.431,0.425,292.2,13.21,13.04,0,98.87,24.57,21.79,4.26,Muy alto
7023,Chiapas,Chamula,40385433.13,0.001093128,7,95357,20.832,0.354,1243.5,3.43,4.51,0,96.32,19,17.46,2.56,Muy alto
7024,Chiapas,Chanal,36933251.82,0.000999686,1,13332,5.295,0.431,46.209,16.8,0,0,99.11,13.9,8.89,2.45,Muy alto
7025,Chiapas,Chapultenango,34672411.35,0.000938491,5,8248,11.264,0.37,46.123,12.59,0,0,86.12,15.72,5.79,0.73,Medio
7026,Chiapas,Chenalho,33260784.68,0.000900282,3,43453,19.565,0.452,419.212,27.03,9.7,0,98.63,20.22,24.62,2.88,Muy alto
7027,Chiapas,Chiapa de Corzo,32814960.75,0.000888215,32,111223,18.383,0.445,123.567,8.71,10.53,0.67,60.47,42.51,8.01,-0.45,Bajo
7028,Chiapas,Chiapilla,28773774.29,0.000778831,2,6406,9.51,0.345,70.759,0,0,0,82.61,17.84,6.27,0.05,Bajo
7029,Chiapas,Chicoasen,28669152.59,0.000775999,5,5605,13.52,0.381,65.878,0,37.28,0,77.66,36.07,5.1,-0.17,Bajo
7030,Chiapas,Chicomuselo,27918106.68,0.00075567,15,38122,11.873,0.4,38.358,2.8,0,0,81.56,24.8,7.81,0.53,Medio
7031,Chiapas,Chilon,23941769.38,0.000648041,18,140023,16.877,0.411,55.125,2.36,6.21,0,96.89,30.71,14.1,2.17,Muy alto
7032,Chiapas,Escuintla,22228322.36,0.000601662,25,34628,18.346,0.411,149.981,5.99,14.83,0.42,70.47,43.51,8.36,0.15,Medio
7033,Chiapas,Francisco Leon,20094544.26,0.000543907,1,8278,11.211,0.357,63.553,12.83,0,0,86.51,21.91,6.37,0.79,Medio
7034,Chiapas,Frontera Comalapa,19832241.58,0.000536807,49,80805,17.73,0.416,112.67,6.38,12.6,0.89,77.55,54.52,9.18,-0.09,Bajo
7035,Chiapas,Frontera Hidalgo,19376841.91,0.00052448,6,15741,24.785,0.385,136.037,34.2,20.3,0,69.13,41.41,12.62,0.06,Bajo
7036,Chiapas,La Grandeza,18140046.45,0.000491003,6,7882,11.733,0.406,148.096,0,12.6,0,88.43,14.59,8.61,0.28,Medio
7037,Chiapas,Huehuetan,15642152.77,0.000423392,14,38185,23.137,0.384,116.08,23.9,15.77,0.37,56.18,42.95,10.51,0.18,Medio
7038,Chiapas,Huixtan,15478755.07,0.000418969,3,25616,8.233,0.387,126.934,4.16,0,0,96.65,20.52,9.21,1.88,Muy alto
7039,Chiapas,Huitiupan,13930879.56,0.000377072,4,25161,7.423,0.422,187.201,11.79,15.53,0,94.14,45.82,11.13,1.39,Alto
7040,Chiapas,Huixtla,13002154.26,0.000351934,64,59209,22.302,0.426,138.291,19.4,8.74,1.47,56.98,51.62,9.36,-0.22,Bajo
7041,Chiapas,La Independencia,10215978.35,0.00027652,11,49602,6.972,0.36,27.235,2.11,0,0,91.6,22.46,15.15,0.77,Medio
7042,Chiapas,Ixhuatan,10215978.35,0.00027652,8,12317,6.057,0.396,158.014,8.42,8.31,0,84.79,10.26,8.79,0.39,Medio
7043,Chiapas,Ixtacomitan,10215978.35,0.00027652,5,11777,19.411,0.426,73.564,8.93,8.84,0,65.67,48.38,6.55,0.04,Bajo
7044,Chiapas,Ixtapa,9596828.143,0.000259761,15,29778,14.056,0.53,92.649,7.1,0,0,87.01,32.11,11.52,0.66,Medio
7045,Chiapas,Ixtapangajoya,9470897.644,0.000256352,5,5988,7.299,0.347,31.264,0,31.64,0,71.91,34.52,10.57,0.57,Medio
7046,Chiapas,Jiquipilas,8668102.839,0.000234623,17,43292,14.784,0.41,34.305,9.76,7.27,0.33,64.62,43.92,6.27,-0.12,Bajo
7047,Chiapas,Jitotol,8358527.737,0.000226243,11,22619,29.079,0.477,122.382,0,13.51,0,94.57,51.83,10.48,0.7,Medio
7048,Chiapas,Juarez,7429802.433,0.000201105,16,23527,11.851,0.388,134.611,4.35,4.31,0.6,54.64,36.36,6.97,-0.33,Bajo
7049,Chiapas,Larrainzar,6191502.028,0.000167588,3,25725,12.571,0.391,182.801,0,0,0,95.73,17.64,11.01,1.26,Alto
7050,Chiapas,La Libertad,5295816.385,0.000143344,2,5424,38.515,0.363,2.663,58.53,19.41,0,42.77,29.61,10.71,-0.19,Bajo
7051,Chiapas,Mapastepec,5187536.945,0.000140413,40,51875,21.812,0.382,42.477,19.73,25.37,1.1,70.84,49.82,8.39,-0.06,Bajo
7052,Chiapas,Las Margaritas,4034750.957,0.00010921,37,134759,15.247,0.451,26.574,3.13,5.4,0.23,94.08,17,13.5,1.6,Alto
7053,Chiapas,Mazapa de Madero,2881964.969,7.80E-05,3,8552,9.937,0.409,67.53,0,11.44,0,82.57,10.22,9.63,0.33,Medio
7054,Chiapas,Mazatan,2881964.969,7.80E-05,17,31856,15.609,0.388,73.76,6.72,13.32,0,56.29,37.94,10.2,0.06,Bajo
7055,Chiapas,Metapa,2881964.969,7.80E-05,4,6191,25.979,0.425,57.608,18.03,89.37,0,59.99,48.98,7.55,-0.31,Bajo
7056,Chiapas,Mitontic,2881964.969,7.80E-05,4,13286,9.911,0.411,167.744,0,0,0,98.39,6.26,21.82,2.87,Muy alto
7057,Chiapas,Motozintla,2881964.969,7.80E-05,39,79732,17.916,0.441,97.571,0,2.46,0.53,71.17,27.51,8.31,0.28,Medio
7058,Chiapas,Nicolas Ruiz,2593768.472,7.02E-05,4,4726,8.024,0.397,34.781,0,0,0,96.65,7.29,7.19,0.28,Medio
7059,Chiapas,Ocosingo,2017375.479,5.46E-05,62,239322,17.352,0.497,27.232,7.01,9.08,0.26,92.5,22.69,12.22,1.74,Alto
7060,Chiapas,Ocotepec,2017375.479,5.46E-05,3,13773,15.422,0.413,234.8,7.73,15.29,0,91.98,19.19,12.36,1.65,Alto
7061,Chiapas,Ocozocoautla de Espinosa,1440982.485,3.90E-05,46,100318,21.207,0.453,39.321,10.66,14.75,0.45,72.55,39.54,11.26,0.17,Medio
7062,Chiapas,Ostuacan,7600.886571,2.06E-07,5,19969,7.773,0.361,19.523,37.63,5.32,0,58.29,41.08,8.59,0.14,Medio
7063,Chiapas,Osumacinta,,,2,4110,16.241,0.401,18.023,0,0,0,69.24,16.01,5.77,-0.33,Bajo
7064,Chiapas,Oxchuc,,,8,51731,11.532,0.465,762.944,10.88,4.31,0,98.08,7.04,7.11,3.38,Muy alto
7065,Chiapas,Palenque,,,88,131491,16.874,0.479,117.778,19.61,24.79,0.56,69.88,34.46,7.63,0.09,Bajo
7066,Chiapas,Pantelho,,,5,24107,17.428,0.465,192.635,8.98,13.31,0,97.78,28.56,27.35,2.49,Muy alto
7067,Chiapas,Pantepec,,,7,13370,9.303,0.384,260.979,0,0,0,88.76,21.21,6.78,1.14,Alto
7068,Chiapas,Pichucalco,,,34,34340,10.358,0.419,29.609,15.52,12.31,1.72,60.95,40.26,7.2,-0.22,Bajo
7069,Chiapas,Pijijiapan,,,36,58167,23.081,0.376,23.029,9.05,14.36,0.75,68.26,53.3,6.56,-0.05,Bajo
7070,Chiapas,El Porvenir,,,6,15501,2.875,0.383,100.516,0,0,0,94.63,4.65,11.97,0.53,Medio
7071,Chiapas,Villa Comaltitlan,,,19,31522,20.141,0.343,49.995,16.44,19.54,0.46,55.45,55.12,9.82,0.08,Bajo
7072,Chiapas,Pueblo Nuevo Solistahuacan,,,7,35144,9.477,0.484,70.562,18.66,36.84,0.55,92.09,33.41,12.14,1.12,Alto
7073,Chiapas,Rayon,,,7,10564,7.528,0.451,115.596,9.89,0,0,85.32,35,7.83,0.77,Medio
7074,Chiapas,Reforma,,,34,49480,16.092,0.435,112.073,4.2,26.99,2.07,56.78,40.81,6.08,-0.72,Muy bajo
7075,Chiapas,Las Rosas,,,16,30874,11.153,0.434,123.201,3.62,3.59,1.02,89.62,17.46,17.39,1.05,Alto
7076,Chiapas,Sabanilla,,,6,29348,8.662,0.395,174.789,10.77,3.55,0,93.4,20.48,6.56,1.36,Alto
7077,Chiapas,Salto de Agua,,,9,68779,13.285,0.417,49.846,1.58,4.69,0,86.37,23.96,7.21,1.25,Alto
7078,Chiapas,San Cristobal de las Casas,,,249,231345,26.473,0.473,446.021,7.89,6.42,1.45,66.12,50.51,10.29,-0.12,Bajo
7079,Chiapas,San Fernando,,,17,42939,17.432,0.401,161.988,2.68,7.95,0,62.2,42.39,11.31,0,Bajo
7080,Chiapas,Siltepec,,,13,39536,7.178,0.406,37.809,5.33,5.27,0,91.89,6.51,5.49,0.56,Medio
7081,Chiapas,Simojovel,,,12,48046,15.315,0.477,118.423,6.25,8.21,0.31,95.36,43.51,16.17,1.51,Alto
7082,Chiapas,Sitala,,,4,15524,13.602,0.42,66.316,0,20.85,0,97.17,26.47,24.51,4.17,Muy alto
7083,Chiapas,Socoltenango,,,9,20161,12.244,0.366,24.635,0,0,0,73.87,18.19,10.41,0.32,Medio
7084,Chiapas,Solosuchiapa,,,4,8812,6.855,0.374,23.584,34.65,11.44,0,75.54,15.33,9.95,0.37,Medio
7085,Chiapas,Soyalo,,,8,11749,4.268,0.408,60.838,9.1,0,0,90.43,17.7,10.98,0.42,Medio
7086,Chiapas,Suchiapa,,,18,26510,14.3,0.415,72.189,8.24,12.22,0,70.94,46.68,6.85,-0.28,Bajo
7087,Chiapas,Suchiate,,,22,42201,34.183,0.368,137.531,51.6,58.72,1.09,62.75,44.57,18.11,0.6,Medio
7088,Chiapas,Sunuapa,,,2,2601,6.439,0.342,12.894,0,0,0,66.31,28.77,4.99,0.22,Medio
7089,Chiapas,Tapachula,,,400,384312,24.919,0.431,412.726,24.38,17.95,1.23,58.49,54.82,9.44,-0.4,Bajo
7090,Chiapas,Tapalapa,,,4,4346,12.243,0.392,142.094,0,0,0,78.8,21.41,4.26,0.61,Medio
7091,Chiapas,Tapilula,,,19,14197,4.873,0.421,107.024,6.87,0,0.98,73.12,23.19,5.96,-0.07,Bajo
7092,Chiapas,Tecpatan,,,8,45447,13.853,0.415,27.826,4.43,4.38,0.62,83.23,42.47,6.64,0.32,Medio
7093,Chiapas,Tenejapa,,,3,47721,9.038,0.374,486.485,2.29,0,0,97.08,13.89,12.14,1.68,Alto
7094,Chiapas,Teopisca,,,17,47217,15.81,0.42,284.477,2.3,4.55,0.33,91.58,17.78,17.45,1.26,Alto
7096,Chiapas,Tila,,,24,85507,17.243,0.429,214.115,2.48,4.91,0,98.07,20.39,7.62,1.75,Alto
7097,Chiapas,Tonala,,,85,97839,15.007,0.4,52.046,5.36,14.9,0.73,60.94,43.53,6.19,-0.55,Bajo
7098,Chiapas,Totolapa,,,4,7894,11.422,0.385,38.769,0,13.7,0,94.14,17.24,9.87,0.72,Medio
7099,Chiapas,La Trinitaria,,,25,85344,12.767,0.388,45.144,4.63,3.43,0,87.76,23.67,9.49,0.47,Medio
7100,Chiapas,Tumbala,,,6,37381,13.966,0.387,53.86,2.84,2.81,0,95.83,18.19,9.49,1.67,Alto
7101,Chiapas,Tuxtla Gutierrez,,,1045,662591,23.587,0.456,1466.376,6.45,4.82,1.7,46.17,45.25,5.76,-1.07,Muy bajo
7102,Chiapas,Tuxtla Chico,,,15,45900,20.262,0.402,631.138,16.46,16.3,0.65,64.58,47.33,7.63,0.05,Bajo
7103,Chiapas,Tuzantan,,,2,34867,21.197,0.387,113.067,9.27,0,0,68.77,54.85,8.87,0.03,Bajo
7104,Chiapas,Tzimol,,,7,16874,7.587,0.377,517.5,0,0,0,80.97,32.51,8.9,0.18,Medio
